web-scraper-order,web-scraper-start-url,Game_title,Rating,Downloads
"1613978559-3417","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=23","Chip 'n Dale Rescue Rangers","4/5","56,819"
"1613978219-899","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=149","ZZZ_UNK_Boy And His Blob - Trouble On Blobolonia, A (Bad CH2)","2/5","554"
"1613978261-1231","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=133","Time Zone [T-Eng_1.2]","1.5/5","901"
"1613978272-1295","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=129","Takeshi No Sengoku Fuuunji [hM04]","3.5/5","2,206"
"1613978224-948","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=147","Zippy Race","4.4/5","5,609"
"1613978232-1004","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=144","WWF Steel Cage Challenge","3.9/5","2,504"
"1613978533-3242","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=32","Donkey Kong Jr. (JU)","4.1/5","11,551"
"1613978609-3774","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=5","Adventures Of Bayou Billy, The","3.9/5","10,420"
"1613978366-2003","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=94","Pikachu Dig Dug (Hack)","3.7/5","1,950"
"1613978342-1813","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=103","Robo Warrior","4.3/5","4,387"
"1613978390-2182","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=85","Motor (Excitebike Hack)","4.2/5","1,748"
"1613978575-3533","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=17","Bman! (Rockman Hack)","4.5/5","1,491"
"1613978361-1969","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=96","Power Blade","4.6/5","5,601"
"1613978312-1603","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=114","Star Voyager","5/5","2,084"
"1613978369-2029","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=93","Perfect Fit","5/5","1,433"
"1613978205-798","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=154","ZZZ_UNK_FC3038A","4.5/5","462"
"1613978430-2482","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=70","M.U.L.E.","5/5","2,866"
"1613978315-1628","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=113","Sqoon","2/5","2,749"
"1613978283-1381","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=125","Super Ninja Bros (SMB1 Hack)","3.7/5","1,533"
"1613978572-3529","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=18","Bubble Bobble Shitmongers (Hack) [a1]","5/5","963"
"1613978401-2263","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=81","Mickey Mousecapade","4.6/5","15,151"
"1613978612-3805","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=4","Action In New York","4.3/5","4,191"
"1613978374-2053","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=91","Olympus No Tatakai [hM02][a1]","0/5","591"
"1613978598-3695","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=9","Astro Robo Sasa","4.4/5","1,617"
"1613978550-3353","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=26","Colours Demo (PD) [a1]","0/5","522"
"1613978194-727","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=158","ZZZ_UNK_Saint Seiya - Ougon Densetsu (FFE Hack) (262160)","4.6/5","3,749"
"1613978224-942","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=147","Zen Intergalactic Ninja","4.3/5","3,790"
"1613978536-3253","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=31","Digital Devil Story - Megami Tensei 2","4.3/5","1,532"
"1613978388-2164","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=86","Nagagutsu Wo Haita Neko - Sekai Isshuu 80 Nichi Dai Bouken","4.5/5","1,057"
"1613978323-1688","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=110","SMB3 Expert (Thru World 1) (SMB3 Hack)","3.3/5","1,081"
"1613978323-1684","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=110","SMB1 Hard Type (SMB1 Hack) [a3]","2.9/5","613"
"1613978390-2173","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=85","Mortal Kombat 3","3.8/5","24,348"
"1613978507-3042","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=42","Final Fantasy 3 [T-Eng][a11]","3.7/5","10,911"
"1613978197-749","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=157","ZZZ_UNK_Nobunaga's Ambition (262160)","0/5","565"
"1613978222-928","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=148","ZZZ_UNK_bible Adventures","1.5/5","901"
"1613978598-3702","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=9","Atlantis No Nazo [hM03][a1]","4.9/5","1,170"
"1613978336-1784","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=105","Samus's Dream (Metroid Hack)","4.7/5","2,859"
"1613978609-3790","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=5","Aigiina No Yogen - From The Legend Of Balubalouk","3.6/5","1,487"
"1613978482-2853","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=51","Great Waldo Search, The","4.8/5","1,669"
"1613978435-2518","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=68","Lion King, The","4.3/5","6,005"
"1613978433-2495","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=69","Lode Runner","4/5","13,613"
"1613978482-2852","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=51","Great Tank [hFFE]","4.8/5","1,212"
"1613978598-3696","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=9","Astyanax","4.1/5","6,085"
"1613978458-2676","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=60","John Elway's Quarterback","2.8/5","1,686"
"1613978310-1585","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=115","Street Fighter 2 Pro","3.7/5","34,349"
"1613978243-1081","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=140","VS TKO Boxing (VS) [a1]","5/5","2,106"
"1613978412-2339","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=77","Mashou","0/5","843"
"1613978304-1551","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=117","Super Battery Bros (SMB1 Hack)","4.9/5","857"
"1613978455-2668","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=61","Kamen Rider Kurabu [hFFE]","4.2/5","1,668"
"1613978230-984","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=145","Yoshi","4.6/5","15,485"
"1613978210-842","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=152","ZZZ_UNK_FC1174 (need Mapper)","0/5","497"
"1613978450-2614","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=63","Kid Icarus (Parthena No Kagami - Hikari Shinwa) [T-Jap][a1]","5/5","1,084"
"1613978545-3314","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=28","Dai Senryaku [T-Eng1.0]","4.5/5","862"
"1613978379-2098","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=89","Ninja Gaiden 2 - The Dark Sword Of Chaos","3.5/5","27,769"
"1613978203-781","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=155","ZZZ_UNK_FC6002","0/5","617"
"1613978435-2528","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=68","Little Ninja Brothers","5/5","3,532"
"1613978232-994","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=144","Wrecking Crew (JUE)","3.9/5","7,566"
"1613978441-2567","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=66","Legend Of Hage, The (Kage No Densetsu Hack)","4.1/5","1,718"
"1613978581-3580","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=15","Bill Elliott's NASCAR Challenge","4.2/5","4,205"
"1613978525-3188","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=35","Dragon Ball Z 3 - Ressen Jinzou Ningen [hFFE]","3.8/5","4,618"
"1613978205-800","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=154","ZZZ_UNK_FC3041","5/5","429"
"1613978208-822","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=153","ZZZ_UNK_FC2128","0/5","928"
"1613978216-884","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=150","ZZZ_UNK_CosmicSpacehead","0/5","863"
"1613978232-1000","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=144","Wu Shi Hun (Samurai Shodown)","5/5","2,102"
"1613978520-3132","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=37","Dragon Warrior 3","4.3/5","11,865"
"1613978261-1228","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=133","Tiles Of Fate","3/5","1,612"
"1613978547-3337","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=27","Cowboy Kid","4.1/5","4,150"
"1613978315-1619","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=113","Splatter House - Wanpaku Graffiti [T-Eng2.0]","4.8/5","2,490"
"1613978604-3737","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=7","Alpha Mission","4.2/5","3,375"
"1613978518-3118","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=38","Dynowarz - Destruction Of Spondylus","4.1/5","1,985"
"1613978438-2542","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=67","Legend Of Zelda, The [T-Span1.1]","4.4/5","2,405"
"1613978382-2119","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=88","New Strange Mario Bros (V05-xx-2000) (SMB1 Hack)","4.5/5","1,825"
"1613978578-3558","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=16","Blades Of Steel - S.Amer. Championship (Blades Of Steel Hack)","3.3/5","1,303"
"1613978256-1183","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=135","Top Rider [t1]","2.9/5","1,222"
"1613978227-953","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=146","Ys 2 - Ancient Ys Vanished The Final Chapter [T-Eng1.0]","4.5/5","1,770"
"1613978205-794","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=154","ZZZ_UNK_FC3035 Garfield","0/5","676"
"1613978352-1908","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=99","Questionable Crystalis (Hack) [a1]","0/5","825"
"1613978200-756","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=156","ZZZ_UNK_Goonies 2 - Fratelli Saigo No Chousen (Bad CHR)","4.5/5","1,441"
"1613978495-2956","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=46","Game II (PD)","4.5/5","754"
"1613978275-1327","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=128","Takahashi Meijin No Boukenjima (Rinkaku Hack)","5/5","923"
"1613978430-2472","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=70","Luigi And The New Quest (new Level Patch) (SMB1 Hack)","3.6/5","651"
"1613978326-1697","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=109","Silent Service","4.6/5","4,819"
"1613978194-718","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=158","ZZZ_UNK_Quattro Arcade","0/5","950"
"1613978245-1106","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=139","Venus Senki [T-Eng2.1]","4.5/5","634"
"1613978275-1324","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=128","Taiyou No Yuusha Fighbird [T-Eng1.0]","4.5/5","1,917"
"1613978192-693","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=159","ZZZ_UNK_Shadowgate (S) (262288)","0/5","1,223"
"1613978570-3505","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=19","Caesar's Palace","4/5","2,038"
"1613978235-1029","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=143","World Games","5/5","2,535"
"1613978447-2608","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=64","Knome Vs KDE Bingo V0.3 (PD)","0/5","824"
"1613978251-1147","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=137","TwinBee","0/5","1,076"
"1613978304-1543","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=117","Super Arabian","3.7/5","1,921"
"1613978420-2400","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=74","Mario Fantasy Adventure (FF1 Hack)","4.1/5","2,895"
"1613978495-2958","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=46","Ganbare Goemon 2 [hM04]","4/5","1,384"
"1613978344-1837","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=102","Riddler Tennis (Tennis Hack)","0.5/5","597"
"1613978243-1078","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=140","VS Super Mario Bros (VS)","3/5","93,766"
"1613978369-2027","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=93","Penisian (Galaxian Hack)","0/5","953"
"1613978589-3642","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=12","Baseball (VS) (Player 1 Mode) [a1]","4.8/5","1,486"
"1613978554-3376","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=25","CMC 80's Demo (PD)","5/5","828"
"1613978208-827","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=153","ZZZ_UNK_FC3017A","5/5","862"
"1613978259-1201","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=134","TN 95-in-1 (6-in-1)","3.9/5","9,203"
"1613978369-2015","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=93","Parodius Da! [hM04]","3.8/5","1,147"
"1613978358-1938","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=97","Princess Tomato In Salad Kingdom","4.8/5","2,840"
"1613978245-1101","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=139","Venice Beach Volleyball","5/5","2,227"
"1613978382-2125","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=88","Nigel Mansell's World Championship Challenge","3/5","2,072"
"1613978587-3631","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=13","Battle City 2 (Warpman Hack)","4.1/5","5,815"
"1613978307-1563","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=116","Sunday Funday","4.8/5","1,302"
"1613978444-2591","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=65","L'Empereur","5/5","2,474"
"1613978606-3764","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=6","Aladdin","3.5/5","7,446"
"1613978379-2103","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=89","Ninja Gaiden 3 - The Ancient Ship Of Doom [T-Port_ZERO]","4.1/5","2,074"
"1613978420-2404","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=74","Mario Ikki (Ikki Hack)","0/5","623"
"1613978404-2282","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=80","Metal Gear [T-French]","3.5/5","1,824"
"1613978531-3213","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=33","Doraemon World 3 (Doraemon Hack)","4.2/5","2,348"
"1613978245-1102","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=139","Venice Beach Volleyball [hM03]","0/5","816"
"1613978398-2246","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=82","Millipede 2000 (Older) (Millipede Hack)","3/5","515"
"1613978518-3114","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=38","Dusty Diamond's All-Star Softball","4.3/5","2,440"
"1613978286-1407","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=124","Super Mario Pro (SMB1 Hack)","4.3/5","3,938"
"1613978435-2527","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=68","Little Nemo - The Dream Master [T-Swed0.9b_MH]","5/5","719"
"1613978372-2047","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=92","Paperboy","4.2/5","5,852"
