web-scraper-order,web-scraper-start-url,game,game-href,image-src,name,file_size,region,genre,download_count,rating,rate_count,download_url,download_url-href,real_url
"1613994426-5208","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=97","Pro Sport Hockey","https://romsmania.cc/roms/nintendo/pro-sport-hockey-241927","https://romsmania.cc/statics/assets/covers/nintendo/pro-sport-hockey-usa-4223.png","Pro Sport Hockey","122.8KB","USA","null","1,797","5","1","Download","https://romsmania.cc/download/roms/nintendo/pro-sport-hockey-241927","https://s2roms.cc/s3roms/Nintendo/USA/P-T/Pro%20Sport%20Hockey%20%28U%29.zip"
"1614001183-6231","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=46","Game II (Version B) (PD)","https://romsmania.cc/roms/nintendo/game-ii-version-b-pd-240902","https://romsmania.cc/statics/assets/covers/nintendo/game-ii-nintendo.png","Game II (Version B) (PD)","2.0KB","USA","Action, Adventure","772","3.8","3","Download","https://romsmania.cc/download/roms/nintendo/game-ii-version-b-pd-240902","https://s2roms.cc/s3roms/Nintendo/PD/Game%20II%20%28Version%20B%29%20%28PD%29.zip"
"1614000104-6087","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=53","Hello Kitty World [T-Eng1.0]","https://romsmania.cc/roms/nintendo/hello-kitty-world-t-eng1-0-241046","https://romsmania.cc/statics/assets/covers/nintendo/hello-kitty-world-nintendo.jpg","Hello Kitty World [T-Eng1.0]","63.1KB","Japan","Action","2,635","4.1","14","Download","https://romsmania.cc/download/roms/nintendo/hello-kitty-world-t-eng1-0-241046","https://s2roms.cc/s3roms/Nintendo/Translated/Hello%20Kitty%20World%20%28J%29%20%5BT-Eng1.0%5D.zip"
"1613997097-5628","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=76","Mario Zelda (SMB1 Hack)","https://romsmania.cc/roms/nintendo/mario-zelda-smb1-hack-241509","https://romsmania.cc/statics/assets/covers/nintendo/22019front-6490.jpg","Mario Zelda (SMB1 Hack)","29.5KB","USA","null","2,488","4.8","5","Download","https://romsmania.cc/download/roms/nintendo/mario-zelda-smb1-hack-241509","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Mario%20Zelda%20%28SMB1%20Hack%29.zip"
"1613996318-5504","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=82","Millipede","https://romsmania.cc/roms/nintendo/millipede-241630","https://romsmania.cc/statics/assets/covers/nintendo/millipede-usa-4133.png","Millipede","14.7KB","USA","null","3,264","5","6","Download","https://romsmania.cc/download/roms/nintendo/millipede-241630","https://s2roms.cc/s3roms/Nintendo/USA/L-O/Millipede%20%28U%29.zip"
"1614000875-6184","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=48","GI Joe","https://romsmania.cc/roms/nintendo/gi-joe-240949","https://romsmania.cc/statics/assets/covers/nintendo/gi-joe-nintendo.jpg","GI Joe","205.8KB","USA","Action, Shooter","13,566","3.8","56","Download","https://romsmania.cc/download/roms/nintendo/gi-joe-240949","https://s2roms.cc/s3roms/Nintendo/USA/G-K/GI%20Joe%20%28U%29.zip"
"1614049430-6861","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=14","Beetlejuice","https://romsmania.cc/roms/nintendo/beetlejuice-240267","https://romsmania.cc/statics/assets/covers/nintendo/beetlejuice-nintendo.jpg","Beetlejuice","93.8KB","USA","Action, Platform","7,610","4.5","34","Download","https://romsmania.cc/download/roms/nintendo/beetlejuice-240267","https://s2roms.cc/s3roms/Nintendo/USA/A-C/Beetlejuice%20%28U%29%20%5B%21%5D.zip"
"1614049161-6800","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=17","Bomberman 2","https://romsmania.cc/roms/nintendo/bomberman-2-240331","https://romsmania.cc/statics/assets/covers/nintendo/bomberman-2-nintendo.jpg","Bomberman 2","64.6KB","USA","Action, Strategy","24,966","4.4","135","Download","https://romsmania.cc/download/roms/nintendo/bomberman-2-240331","https://s2roms.cc/s3roms/Nintendo/USA/A-C/Bomberman%202%20%28U%29.zip"
"1613988844-4453","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=135","Tombs And Treasure","https://romsmania.cc/roms/nintendo/tombs-and-treasure-242685","https://romsmania.cc/statics/assets/covers/nintendo/49836front-4456.jpg","Tombs And Treasure","145.3KB","USA","null","1,813","4","2","Download","https://romsmania.cc/download/roms/nintendo/tombs-and-treasure-242685","https://s2roms.cc/s3roms/Nintendo/USA/P-T/Tombs%20and%20Treasure%20%28U%29.zip"
"1614000146-6094","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=53","Hayauchi Super Igo","https://romsmania.cc/roms/nintendo/hayauchi-super-igo-241039","https://romsmania.cc/statics/assets/covers/nintendo/hayauchi-super-igo-nintendo.jpg","Hayauchi Super Igo","30.8KB","Japan","Board Game","751","4.5","4","Download","https://romsmania.cc/download/roms/nintendo/hayauchi-super-igo-241039","https://s2roms.cc/s3roms/Nintendo/Pirate/Hayauchi%20Super%20Igo%20%28J%29%20%5Bp1%5D.zip"
"1614048835-6725","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=21","Castlevania (PC10)","https://romsmania.cc/roms/nintendo/castlevania-pc10-240401","https://romsmania.cc/statics/assets/covers/nintendo/castlevania-pc10-nintendo.png","Castlevania (PC10)","66.7KB","USA","Action, Adventure","8,748","4","30","Download","https://romsmania.cc/download/roms/nintendo/castlevania-pc10-240401","https://s2roms.cc/s3roms/Nintendo/PC10/Castlevania%20%28PC10%29.zip"
"1614050508-7111","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=2","20-in-1 (Mapper 231)","https://romsmania.cc/roms/nintendo/20-in-1-mapper-231-240017","https://romsmania.cc/statics/assets/covers/nintendo/20-in-1-(mapper-231)-nintendo.png","20-in-1 (Mapper 231)","328.2KB","USA","Compilation","7,048","3.8","80","Download","https://romsmania.cc/download/roms/nintendo/20-in-1-mapper-231-240017","https://s2roms.cc/s3roms/Nintendo/Pirate/20-in-1%20%28Mapper%20231%29%20%5Bp1%5D%5B%21%5D.zip"
"1613989732-4611","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=127","Super Turrican","https://romsmania.cc/roms/nintendo/super-turrican-242527","https://romsmania.cc/statics/assets/covers/nintendo/28593front-4403.jpg","Super Turrican","107.7KB","Europe","null","3,383","4.6","9","Download","https://romsmania.cc/download/roms/nintendo/super-turrican-242527","https://s2roms.cc/s3roms/Nintendo/USA/P-T/Super%20Turrican%20%28E%29.zip"
"1614048447-6636","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=25","Colour 2001 Streetfighter II","https://romsmania.cc/roms/nintendo/colour-2001-streetfighter-ii-240493","https://romsmania.cc/statics/assets/nocover.png","Colour 2001 Streetfighter II","157.9KB","USA","null","1,744","0","0","Download","https://romsmania.cc/download/roms/nintendo/colour-2001-streetfighter-ii-240493","https://s2roms.cc/s3roms/Nintendo/UNK/Colour%202001%20Streetfighter%20II%20%5B%21%5D.zip"
"1613990557-4747","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=120","Super Jeopardy!","https://romsmania.cc/roms/nintendo/super-jeopardy-242390","https://romsmania.cc/statics/assets/covers/nintendo/49762front-4387.jpg","Super Jeopardy!","158.9KB","USA","null","1,973","3.8","3","Download","https://romsmania.cc/download/roms/nintendo/super-jeopardy-242390","https://s2roms.cc/s3roms/Nintendo/USA/P-T/Super%20Jeopardy%21%20%28U%29.zip"
"1614048626-6677","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=23","Chou Jikuu Yousai - Macross","https://romsmania.cc/roms/nintendo/chou-jikuu-yousai-macross-240452","https://romsmania.cc/statics/assets/covers/nintendo/chou-jikuu-yousai-macross-nintendo.jpg","Chou Jikuu Yousai - Macross","15.5KB","Japan","Action","5,602","4.2","21","Download","https://romsmania.cc/download/roms/nintendo/chou-jikuu-yousai-macross-240452","https://s2roms.cc/s3roms/Nintendo/Pirate/Chou%20Jikuu%20Yousai%20-%20Macross%20%28J%29%20%5Bp1%5D.zip"
"1613990763-4780","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=118","Super Carrots - The Veggie Adventures V1.05 (SMB3 Hack)","https://romsmania.cc/roms/nintendo/super-carrots-the-veggie-adventures-v1-05-smb3-hack-242357","https://romsmania.cc/statics/assets/covers/nintendo/96326-nintendoentertainmentsystemgoodnesv314-1-6829.jpg","Super Carrots - The Veggie Adventures V1.05 (SMB3 Hack)","219.0KB","USA","null","636","5","1","Download","https://romsmania.cc/download/roms/nintendo/super-carrots-the-veggie-adventures-v1-05-smb3-hack-242357","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Super%20Carrots%20-%20The%20Veggie%20Adventures%20v1.05%20%28SMB3%20Hack%29.zip"
"1613995219-5327","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=91","Othello (HES)","https://romsmania.cc/roms/nintendo/othello-hes-241806","https://romsmania.cc/statics/assets/covers/nintendo/40691front-5762.jpg","Othello (HES)","11.6KB","USA","null","627","0","0","Download","https://romsmania.cc/download/roms/nintendo/othello-hes-241806","https://s2roms.cc/s3roms/Nintendo/Pirate/Othello%20%28HES%29%20%5Bp1%5D.zip"
"1613994396-5204","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=97","Pro Yakyuu - Family Stadium '88","https://romsmania.cc/roms/nintendo/pro-yakyuu-family-stadium-88-241931","https://romsmania.cc/statics/assets/covers/nintendo/255px-proyakyuufamilystadium-6666.jpg","Pro Yakyuu - Family Stadium '88","60.9KB","Japan","null","790","0","0","Download","https://romsmania.cc/download/roms/nintendo/pro-yakyuu-family-stadium-88-241931","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Pro%20Yakyuu%20-%20Family%20Stadium%20%2788%20%28J%29%20%5Bh1%5D.zip"
"1613988383-4370","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=139","Urban Champion (JU)","https://romsmania.cc/roms/nintendo/urban-champion-ju-242768","https://romsmania.cc/statics/assets/covers/nintendo/49886front-5003.jpg","Urban Champion (JU)","14.6KB","USA","null","7,223","3.7","6","Download","https://romsmania.cc/download/roms/nintendo/urban-champion-ju-242768","https://s2roms.cc/s3roms/Nintendo/World/Urban%20Champion%20%28JU%29.zip"
"1613988279-4351","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=140","VS Slalom (VS)","https://romsmania.cc/roms/nintendo/vs-slalom-vs-242787","https://romsmania.cc/statics/assets/covers/nintendo/49698front-3528.jpg","VS Slalom (VS)","23.4KB","USA","null","2,357","5","1","Download","https://romsmania.cc/download/roms/nintendo/vs-slalom-vs-242787","https://s2roms.cc/s3roms/Nintendo/VS/VS%20Slalom%20%28VS%29.zip"
"1613991308-4872","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=114","Star Luster","https://romsmania.cc/roms/nintendo/star-luster-242265","https://romsmania.cc/statics/assets/covers/nintendo/311406front-5399.jpg","Star Luster","22.9KB","Japan","null","1,053","5","2","Download","https://romsmania.cc/download/roms/nintendo/star-luster-242265","https://s2roms.cc/s3roms/Nintendo/Pirate/Star%20Luster%20%28J%29%20%5Bp1%5D.zip"
"1613998062-5772","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=69","Lode Runner","https://romsmania.cc/roms/nintendo/lode-runner-241363","https://romsmania.cc/statics/assets/covers/nintendo/34164front-4072.jpg","Lode Runner","15.8KB","USA","null","6,365","4.5","12","Download","https://romsmania.cc/download/roms/nintendo/lode-runner-241363","https://s2roms.cc/s3roms/Nintendo/USA/L-O/Lode%20Runner%20%28U%29.zip"
"1613994135-5162","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=99","Quest Of Zelda, The (Hack)","https://romsmania.cc/roms/nintendo/quest-of-zelda-the-hack-241975","https://romsmania.cc/statics/assets/covers/nintendo/legendofzeldacoverwithcartridgegold-6691.png","Quest Of Zelda, The (Hack)","62.5KB","USA","null","1,390","5","1","Download","https://romsmania.cc/download/roms/nintendo/quest-of-zelda-the-hack-241975","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Quest%20of%20Zelda%2C%20The%20%28Hack%29.zip"
"1613997142-5634","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=76","Mario Tokes A Doobie (SMB1 Hack)","https://romsmania.cc/roms/nintendo/mario-tokes-a-doobie-smb1-hack-241500","https://romsmania.cc/statics/assets/covers/nintendo/thelegendsupermariobros3bysupercaterina-6478.jpg","Mario Tokes A Doobie (SMB1 Hack)","29.8KB","USA","null","1,311","4.8","4","Download","https://romsmania.cc/download/roms/nintendo/mario-tokes-a-doobie-smb1-hack-241500","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Mario%20Tokes%20A%20Doobie%20%28SMB1%20Hack%29.zip"
"1613999776-6041","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=55","Hudson's Adventure Island 2 [T-Span1.0]","https://romsmania.cc/roms/nintendo/hudson-s-adventure-island-2-t-span1-0-241092","https://romsmania.cc/statics/assets/covers/nintendo/hudsons-adventure-island-2-nintendo.jpg","Hudson's Adventure Island 2 [T-Span1.0]","124.2KB","USA","Action, Platform","1,645","4.5","10","Download","https://romsmania.cc/download/roms/nintendo/hudson-s-adventure-island-2-t-span1-0-241092","https://s2roms.cc/s3roms/Nintendo/Translated/Hudson%27s%20Adventure%20Island%202%20%28U%29%20%5BT-Span1.0%5D.zip"
"1613986905-4095","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=153","ZZZ_UNK_FC2090","https://romsmania.cc/roms/nintendo/zzz-unk-fc2090-243043","https://romsmania.cc/statics/assets/covers/nintendo/nes-megaman-5308.jpg","ZZZ_UNK_FC2090","46.8KB","USA","null","459","0","0","Download","https://romsmania.cc/download/roms/nintendo/zzz-unk-fc2090-243043","https://s2roms.cc/s3roms/Nintendo/Unclass/ZZZ_UNK_FC2090.zip"
"1614048777-6713","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=22","Castlevania 2 - Vengence Of Hell (Hack)","https://romsmania.cc/roms/nintendo/castlevania-2-vengence-of-hell-hack-240416","https://romsmania.cc/statics/assets/covers/nintendo/castlevania-2-vengence-of-hell-(hack)-nintendo.png","Castlevania 2 - Vengence Of Hell (Hack)","79.5KB","USA","Action, Platform","1,765","4.2","17","Download","https://romsmania.cc/download/roms/nintendo/castlevania-2-vengence-of-hell-hack-240416","https://s2roms.cc/s3roms/Nintendo/Hacks/A-L/Castlevania%202%20-%20Vengence%20of%20Hell%20%28Hack%29.zip"
"1614049467-6870","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=14","Battleship","https://romsmania.cc/roms/nintendo/battleship-240258","https://romsmania.cc/statics/assets/covers/nintendo/battleship-nintendo.jpg","Battleship","24.7KB","USA","Misc","4,679","4.3","17","Download","https://romsmania.cc/download/roms/nintendo/battleship-240258","https://s2roms.cc/s3roms/Nintendo/USA/A-C/Battleship%20%28U%29.zip"
"1613991203-4853","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=115","Startropics 2 - Zoda's Revenge","https://romsmania.cc/roms/nintendo/startropics-2-zoda-s-revenge-242284","https://romsmania.cc/statics/assets/covers/nintendo/49732front-4373.jpg","Startropics 2 - Zoda's Revenge","281.9KB","USA","null","7,812","4.6","23","Download","https://romsmania.cc/download/roms/nintendo/startropics-2-zoda-s-revenge-242284","https://s2roms.cc/s3roms/Nintendo/USA/P-T/Startropics%202%20-%20Zoda%27s%20Revenge%20%28U%29.zip"
"1613987384-4178","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=148","ZZZ_UNK_Binary Land (Bad CHR 2c31d7ec)","https://romsmania.cc/roms/nintendo/zzz-unk-binary-land-bad-chr-2c31d7ec-242960","https://romsmania.cc/statics/assets/covers/nintendo/p1040625zzz-5215.jpg","ZZZ_UNK_Binary Land (Bad CHR 2c31d7ec)","10.8KB","USA","null","765","0","0","Download","https://romsmania.cc/download/roms/nintendo/zzz-unk-binary-land-bad-chr-2c31d7ec-242960","https://s2roms.cc/s3roms/Nintendo/Unclass/ZZZ_UNK_Binary%20Land%20%28Bad%20CHR%202c31d7ec%29.zip"
"1613986434-4014","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=157","ZZZ_UNK_little_league_baseball","https://romsmania.cc/roms/nintendo/zzz-unk-little-league-baseball-243124","https://romsmania.cc/statics/assets/covers/nintendo/49373front-5129.jpg","ZZZ_UNK_little_league_baseball","38.9KB","USA","null","589","5","1","Download","https://romsmania.cc/download/roms/nintendo/zzz-unk-little-league-baseball-243124","https://s2roms.cc/s3roms/Nintendo/Unclass/ZZZ_UNK_little_league_baseball.zip"
"1613999233-5957","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=59","Jewelry Multi Cart","https://romsmania.cc/roms/nintendo/jewelry-multi-cart-241177","https://romsmania.cc/statics/assets/covers/nintendo/jewelry-multi-cart-nintendo.png","Jewelry Multi Cart","84.8KB","USA","Shooter","1,742","3.9","9","Download","https://romsmania.cc/download/roms/nintendo/jewelry-multi-cart-241177","https://s2roms.cc/s3roms/Nintendo/UNK/Jewelry%20Multi%20Cart.zip"
"1613991713-4955","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=110","Skullanoid (Arkanoid Hack)","https://romsmania.cc/roms/nintendo/skullanoid-arkanoid-hack-242182","https://romsmania.cc/statics/assets/covers/nintendo/skullanoid-2-6757.png","Skullanoid (Arkanoid Hack)","17.7KB","USA","null","621","4.2","4","Download","https://romsmania.cc/download/roms/nintendo/skullanoid-arkanoid-hack-242182","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Skullanoid%20%28Arkanoid%20Hack%29.zip"
"1613986142-3962","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=159","ZZZ_UNK_Track & Field 2 (Bad CHR 5e869a82)","https://romsmania.cc/roms/nintendo/zzz-unk-track-field-2-bad-chr-5e869a82-243176","https://romsmania.cc/statics/assets/covers/nintendo/zzzjimgriztraug150305-5187.jpg","ZZZ_UNK_Track & Field 2 (Bad CHR 5e869a82)","164.3KB","USA","null","1,007","5","1","Download","https://romsmania.cc/download/roms/nintendo/zzz-unk-track-field-2-bad-chr-5e869a82-243176","https://s2roms.cc/s3roms/Nintendo/Unclass/ZZZ_UNK_Track%20%26%20Field%202%20%28Bad%20CHR%205e869a82%29.zip"
"1613993447-5058","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=104","Rules To Driving The Car (Russian)","https://romsmania.cc/roms/nintendo/rules-to-driving-the-car-russian-242079","https://romsmania.cc/statics/assets/covers/nintendo/rules-to-driving-the-car-nintendo.jpg","Rules To Driving The Car (Russian)","14.8KB","USA","Sports","598","0","0","Download","https://romsmania.cc/download/roms/nintendo/rules-to-driving-the-car-russian-242079","https://s2roms.cc/s3roms/Nintendo/UNK/Rules%20to%20Driving%20the%20Car%20%28Russian%29%20%5B%21%5D.zip"
"1613994539-5225","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=96","Portopia Renzoku Satsujin Jiken","https://romsmania.cc/roms/nintendo/portopia-renzoku-satsujin-jiken-241910","https://romsmania.cc/statics/assets/covers/nintendo/764screenshot3-6660.png","Portopia Renzoku Satsujin Jiken","25.7KB","Japan","null","624","5","1","Download","https://romsmania.cc/download/roms/nintendo/portopia-renzoku-satsujin-jiken-241910","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Portopia%20Renzoku%20Satsujin%20Jiken%20%28J%29%20%5Bh1%5D.zip"
"1614001440-6266","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=44","Four Players Tennis","https://romsmania.cc/roms/nintendo/four-players-tennis-240867","https://romsmania.cc/statics/assets/covers/nintendo/four-players-tennis-nintendo.jpg","Four Players Tennis","126.8KB","Europe","Sports","1,424","4","6","Download","https://romsmania.cc/download/roms/nintendo/four-players-tennis-240867","https://s2roms.cc/s3roms/Nintendo/USA/D-F/Four%20Players%20Tennis%20%28E%29%20%5B%21%5D.zip"
"1614049954-6981","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=8","Arkanoid [T-Port]","https://romsmania.cc/roms/nintendo/arkanoid-t-port-240146","https://romsmania.cc/statics/assets/covers/nintendo/arkanoid-(j)-nintendo.jpg","Arkanoid [T-Port]","17.9KB","Japan","Action","845","3.3","4","Download","https://romsmania.cc/download/roms/nintendo/arkanoid-t-port-240146","https://s2roms.cc/s3roms/Nintendo/Translated/Arkanoid%20%28J%29%20%5BT-Port%5D.zip"
"1613993595-5083","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=103","Rockin' Kats (PC10)","https://romsmania.cc/roms/nintendo/rockin-kats-pc10-242052","https://romsmania.cc/statics/assets/covers/nintendo/rockin-s-kats-pc10-nintendo.png","Rockin' Kats (PC10)","144.4KB","USA","null","946","4.6","4","Download","https://romsmania.cc/download/roms/nintendo/rockin-kats-pc10-242052","https://s2roms.cc/s3roms/Nintendo/PC10/Rockin%27%20Kats%20%28PC10%29%20%5B%21%5D.zip"
"1614003108-6507","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=32","Donkey Kong Jr. (JU)","https://romsmania.cc/roms/nintendo/donkey-kong-jr-ju-240625","https://romsmania.cc/statics/assets/covers/nintendo/donkey-kong-jr.-nintendo.jpg","Donkey Kong Jr. (JU)","16.2KB","USA","Action, Platform","14,479","4.4","69","Download","https://romsmania.cc/download/roms/nintendo/donkey-kong-jr-ju-240625","https://s2roms.cc/s3roms/Nintendo/Pirate/Donkey%20Kong%20Jr.%20%28JU%29%20%5Bp1%5D.zip"
"1613995977-5446","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=85","Motor (Excitebike Hack)","https://romsmania.cc/roms/nintendo/motor-excitebike-hack-241688","https://romsmania.cc/statics/assets/covers/nintendo/49471front-6576.jpg","Motor (Excitebike Hack)","16.8KB","USA","null","1,748","4.2","3","Download","https://romsmania.cc/download/roms/nintendo/motor-excitebike-hack-241688","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Motor%20%28Excitebike%20Hack%29.zip"
"1614050360-7076","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=3","76-in-1 (Menu)","https://romsmania.cc/roms/nintendo/76-in-1-menu-240050","https://romsmania.cc/statics/assets/covers/nintendo/76-in-1-nintendo.png","76-in-1 (Menu)","11.2KB","USA","Compilation","4,053","4","44","Download","https://romsmania.cc/download/roms/nintendo/76-in-1-menu-240050","https://s2roms.cc/s3roms/Nintendo/Unlicensed/76-in-1%20%28Menu%29%20%28U%29.zip"
"1613997736-5720","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=71","Mahjong (VS) (Player 2 Mode)","https://romsmania.cc/roms/nintendo/mahjong-vs-player-2-mode-241413","https://romsmania.cc/statics/assets/covers/nintendo/40526front-3555.jpg","Mahjong (VS) (Player 2 Mode)","20.0KB","USA","null","700","0","0","Download","https://romsmania.cc/download/roms/nintendo/mahjong-vs-player-2-mode-241413","https://s2roms.cc/s3roms/Nintendo/VS/Mahjong%20%28VS%29%20%28Player%202%20Mode%29.zip"
"1614048379-6623","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=26","Contra","https://romsmania.cc/roms/nintendo/contra-240509","https://romsmania.cc/statics/assets/covers/nintendo/contra-nintendo.jpg","Contra","85.7KB","USA","Shooter","571,966","4.3","3109","Download","https://romsmania.cc/download/roms/nintendo/contra-240509","https://s2roms.cc/s3roms/Nintendo/USA/A-C/Contra%20%28U%29.zip"
"1614050363-7077","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=3","76-in-1 (Menu)","https://romsmania.cc/roms/nintendo/76-in-1-menu-240049","https://romsmania.cc/statics/assets/covers/nintendo/76-in-1-nintendo.png","76-in-1 (Menu)","11.2KB","USA","Compilation","7,155","3.7","74","Download","https://romsmania.cc/download/roms/nintendo/76-in-1-menu-240049","https://s2roms.cc/s3roms/Nintendo/USA/76-in-1%20%28Menu%29%20%28U%29.zip"
"1613996800-5583","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=78","Mega Man 2","https://romsmania.cc/roms/nintendo/mega-man-2-241551","https://romsmania.cc/statics/assets/covers/nintendo/22096front-6512.jpg","Mega Man 2","129.2KB","USA","null","62,093","3.8","376","Download","https://romsmania.cc/download/roms/nintendo/mega-man-2-241551","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Mega%20Man%202%20%28U%29%20%5Bh1%5D.zip"
"1613993463-5061","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=104","Roundball - 2-on-2 Challenge","https://romsmania.cc/roms/nintendo/roundball-2-on-2-challenge-242076","https://romsmania.cc/statics/assets/covers/nintendo/49643front-4295.jpg","Roundball - 2-on-2 Challenge","129.0KB","USA","null","982","0","0","Download","https://romsmania.cc/download/roms/nintendo/roundball-2-on-2-challenge-242076","https://s2roms.cc/s3roms/Nintendo/USA/P-T/Roundball%20-%202-on-2%20Challenge%20%28U%29.zip"
"1613989548-4579","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=128","Takahashi Meijin No Boukenjima 2 [t1]","https://romsmania.cc/roms/nintendo/takahashi-meijin-no-boukenjima-2-t1-242559","https://romsmania.cc/statics/assets/covers/nintendo/476113-adventureisland4-5995.jpg","Takahashi Meijin No Boukenjima 2 [t1]","125.5KB","Japan","null","1,225","0","0","Download","https://romsmania.cc/download/roms/nintendo/takahashi-meijin-no-boukenjima-2-t1-242559","https://s2roms.cc/s3roms/Nintendo/Trained/Takahashi%20Meijin%20no%20Boukenjima%202%20%28J%29%20%5Bt1%5D.zip"
"1613999467-5994","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=58","Impossible Mission 2","https://romsmania.cc/roms/nintendo/impossible-mission-2-241140","https://romsmania.cc/statics/assets/covers/nintendo/impossible-mission-2-nintendo.jpg","Impossible Mission 2","64.9KB","USA","Action","2,103","3.7","9","Download","https://romsmania.cc/download/roms/nintendo/impossible-mission-2-241140","https://s2roms.cc/s3roms/Nintendo/USA/G-K/Impossible%20Mission%202%20%28U%29.zip"
"1613995994-5449","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=85","Mother","https://romsmania.cc/roms/nintendo/mother-241685","https://romsmania.cc/statics/assets/covers/nintendo/19740front-6557.jpg","Mother","196.8KB","Japan","null","21,746","3.7","81","Download","https://romsmania.cc/download/roms/nintendo/mother-241685","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Mother%20%28J%29%20%5Bh1%5D.zip"
"1613999067-5930","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=61","Kaguya Hime Densetsu [hM02]","https://romsmania.cc/roms/nintendo/kaguya-hime-densetsu-hm02-241204","https://romsmania.cc/statics/assets/covers/nintendo/kaguya-hime-densetsu-nintendo.jpg","Kaguya Hime Densetsu [hM02]","126.8KB","Japan","Adventure","1,076","4.1","8","Download","https://romsmania.cc/download/roms/nintendo/kaguya-hime-densetsu-hm02-241204","https://s2roms.cc/s3roms/Nintendo/Hacks/A-L/Kaguya%20Hime%20Densetsu%20%28J%29%20%5BhM02%5D.zip"
